claim_amount,claimant_age,claim_duration_days,claimant_gender,county,policy_deductable,policy_annual_premium,bodily_injuries,witnesses,incident_hour_of_the_day,incident_severity,police_report_available,insured_education_level,insured_occupation,is_fraudulent,incident_type,reserve_amount
100000,21,97,female,Bungoma,10000,9500,0,1,16,minor,yes,masters,tech,0,fire,107900
100000,21,57,female,Turkana,50000,7000,0,2,11,minor,yes,bachelors,manual_labor,0,flood,119200
100000,39,42,female,Kakamega,5000,9500,0,2,9,total_loss,yes,masters,tech,0,theft,166800
234100,32,35,female,Uasin Gishu,10000,26500,1,0,22,total_loss,no,high_school,sales,1,theft,706100
100000,63,25,male,Kilifi,50000,7000,0,2,5,minor,yes,high_school,manual_labor,0,flood,104200
191400,46,116,male,Nakuru,20000,17000,0,2,13,minor,yes,masters,tech,0,flood,228200
199400,54,42,female,Nakuru,5000,19500,0,1,7,minor,yes,high_school,tech,0,fire,264800
159900,68,153,female,Bungoma,10000,15000,0,2,1,major,yes,high_school,sales,0,fire,223500
161400,40,38,male,Machakos,10000,15000,1,2,3,minor,yes,high_school,tech,0,theft,261300
100000,21,42,male,Mombasa,5000,9500,0,3,14,minor,no,high_school,manual_labor,0,flood,144200
100000,42,34,female,Mombasa,20000,9000,0,3,3,total_loss,yes,high_school,manual_labor,0,flood,221300
100000,27,104,male,Kilifi,5000,9500,1,3,2,minor,?,high_school,farmer,0,fire,125000
146700,66,53,female,Nairobi,20000,13000,0,1,12,minor,no,masters,tech,0,fire,184600
151300,68,81,female,Bungoma,10000,14000,0,2,16,major,yes,bachelors,tech,0,theft,251800
161200,54,23,other,Nairobi,20000,14000,1,2,7,minor,yes,high_school,tech,0,flood,213200
100000,41,86,male,Kakamega,50000,7000,0,1,15,minor,yes,masters,tech,0,flood,132500
100000,23,32,male,Nairobi,20000,9000,0,2,2,major,yes,high_school,tech,0,theft,157200
100000,55,128,female,Meru,20000,9000,0,3,16,minor,yes,bachelors,farmer,0,flood,104700
100000,52,159,male,Kilifi,5000,9500,0,2,11,minor,yes,bachelors,manual_labor,0,theft,137400
175700,67,174,other,Eldoret,5000,17000,0,3,14,minor,yes,masters,tech,0,fire,260600
250200,20,132,other,Mombasa,50000,17500,0,1,3,major,yes,high_school,manual_labor,0,theft,362400
166800,26,72,female,Kakamega,20000,14500,1,2,20,minor,yes,high_school,manual_labor,0,theft,224100
113600,21,11,male,Mombasa,50000,8000,0,2,2,minor,yes,masters,tech,0,fire,119600
100000,65,64,female,Kiambu,50000,7000,1,1,18,minor,yes,high_school,manual_labor,0,fire,116200
174000,33,39,male,Machakos,10000,19500,0,1,4,major,?,high_school,farmer,1,theft,284400
100000,23,92,male,Meru,5000,9500,0,1,6,total_loss,yes,high_school,manual_labor,0,flood,181100
154000,53,93,female,Nakuru,50000,11000,1,2,21,minor,yes,masters,farmer,0,theft,200700
115800,44,161,female,Meru,5000,11000,0,2,12,minor,yes,bachelors,tech,0,fire,149000
240400,37,32,female,Kilifi,20000,21000,0,1,2,total_loss,no,masters,sales,0,flood,510900
106200,24,119,male,Bungoma,5000,10500,1,2,15,total_loss,yes,bachelors,tech,0,fire,215000
187500,27,37,male,Kiambu,20000,16500,0,2,9,minor,yes,high_school,farmer,0,theft,278800
155000,57,120,female,Nairobi,10000,14500,2,1,23,major,yes,bachelors,sales,0,theft,292700
180200,32,13,female,Nairobi,5000,17500,1,1,11,minor,yes,masters,farmer,0,theft,277000
100000,40,171,male,Uasin Gishu,50000,7000,1,3,9,minor,yes,masters,sales,0,theft,134600
100000,58,146,male,Nyeri,50000,7000,1,3,0,major,yes,high_school,farmer,0,flood,195500
100000,36,70,male,Nakuru,5000,9500,0,1,18,total_loss,yes,masters,sales,0,fire,162800
100000,21,126,female,Kakamega,20000,9000,0,1,20,minor,no,bachelors,farmer,0,fire,112200
100000,50,177,male,Uasin Gishu,5000,9500,0,2,2,minor,yes,bachelors,manual_labor,0,fire,131300
105100,27,124,male,Machakos,50000,7500,2,2,14,minor,yes,masters,manual_labor,0,fire,183800
127500,65,76,female,Kakamega,10000,12000,0,2,5,minor,?,bachelors,manual_labor,0,flood,182400
313600,59,170,male,Mombasa,5000,30500,1,3,17,minor,yes,bachelors,manual_labor,0,fire,413700
100000,31,146,female,Uasin Gishu,10000,9500,0,2,23,minor,yes,high_school,sales,0,theft,120000
100000,31,31,male,Nakuru,10000,9500,0,1,15,major,no,bachelors,sales,0,fire,147600
100000,26,115,female,Kiambu,50000,7000,1,2,23,minor,yes,masters,sales,0,fire,125400
100000,42,123,male,Mombasa,50000,7000,0,1,12,minor,no,high_school,farmer,0,flood,120600
100000,30,94,female,Nairobi,10000,9500,0,3,16,minor,yes,masters,farmer,0,fire,140400
142000,39,24,male,Nairobi,10000,16000,0,0,1,major,?,bachelors,farmer,1,theft,286700
182700,54,136,male,Kilifi,5000,17500,0,1,19,minor,yes,bachelors,tech,0,theft,201600
100000,65,158,male,Kiambu,20000,9000,1,1,14,minor,no,bachelors,tech,0,flood,131500
274100,44,25,female,Kilifi,50000,19000,1,3,13,minor,no,bachelors,sales,0,flood,409300
100000,57,116,other,Mombasa,5000,9500,1,0,5,minor,yes,high_school,manual_labor,0,theft,115400
100000,24,172,female,Nairobi,10000,9500,0,0,22,minor,yes,bachelors,sales,0,fire,134700
126200,20,106,female,Kiambu,10000,12000,0,1,23,major,no,masters,farmer,0,flood,226800
100000,67,71,male,Kilifi,5000,9500,1,1,8,major,yes,bachelors,manual_labor,0,theft,151900
230600,30,66,male,Meru,5000,22500,0,2,14,major,yes,masters,sales,0,flood,320300
100000,58,147,male,Kilifi,50000,7000,1,2,5,major,yes,high_school,farmer,0,fire,142700
100000,23,58,female,Mombasa,50000,7000,2,1,14,major,no,masters,sales,0,flood,176400
106700,27,123,female,Nyeri,10000,10000,1,2,22,major,?,high_school,tech,0,flood,168500
100000,36,91,other,Nakuru,20000,9000,1,1,1,major,no,masters,manual_labor,0,theft,151200
126100,26,7,male,Machakos,50000,10500,0,0,4,major,no,bachelors,sales,1,theft,259800
100000,57,13,male,Kiambu,50000,7000,0,1,2,minor,yes,bachelors,manual_labor,0,fire,124900
100000,23,103,female,Uasin Gishu,20000,9000,1,0,14,major,no,bachelors,manual_labor,0,flood,136600
208400,40,55,male,Uasin Gishu,20000,18500,0,0,17,minor,yes,masters,sales,0,fire,301500
100000,46,75,male,Meru,20000,9000,0,0,0,major,yes,bachelors,sales,0,fire,140500
100000,56,156,female,Bungoma,20000,9000,0,3,7,minor,no,high_school,manual_labor,0,theft,105800
100000,27,77,male,Nyeri,5000,9500,0,2,19,major,yes,masters,tech,0,flood,133400
100000,21,167,male,Nairobi,5000,9500,0,1,16,major,no,high_school,tech,0,fire,159200
138000,26,54,female,Mombasa,50000,9500,0,2,8,major,yes,bachelors,sales,0,flood,165700
100000,58,84,female,Nairobi,20000,9000,1,1,15,major,yes,high_school,manual_labor,0,flood,144700
100000,39,144,male,Mombasa,50000,7000,1,2,14,major,yes,bachelors,sales,0,fire,146200
121600,60,99,female,Nairobi,5000,12000,0,3,9,minor,yes,bachelors,farmer,0,flood,152000
101100,29,116,male,Meru,10000,9500,0,1,22,minor,yes,masters,sales,0,theft,130900
100000,68,179,female,Kiambu,20000,9000,0,2,0,minor,?,high_school,tech,0,flood,103100
100000,43,11,male,Eldoret,20000,9000,1,1,12,minor,yes,bachelors,sales,0,flood,141600
100000,58,35,female,Eldoret,20000,9000,0,2,12,minor,yes,masters,farmer,0,flood,128900
100000,24,17,other,Nairobi,20000,9000,1,1,18,total_loss,yes,high_school,sales,0,theft,172200
100000,18,101,male,Kiambu,50000,7000,0,1,18,minor,no,masters,tech,0,fire,131400
100000,21,61,female,Kakamega,50000,7000,0,1,20,minor,yes,bachelors,farmer,0,flood,142000
100000,57,63,female,Mombasa,10000,9500,0,1,16,minor,yes,high_school,sales,0,fire,127700
100000,41,115,male,Kisumu,50000,7000,0,1,2,minor,yes,masters,sales,0,flood,100000
100000,22,89,female,Kisumu,20000,9000,0,2,14,major,yes,masters,sales,0,fire,131400
145100,27,111,male,Nairobi,50000,10000,2,1,23,minor,yes,high_school,manual_labor,0,fire,260500
186200,27,41,male,Turkana,20000,19500,0,0,2,major,no,high_school,manual_labor,1,theft,470100
100000,35,23,male,Eldoret,50000,7000,1,1,9,major,yes,masters,manual_labor,0,flood,144700
100000,45,97,male,Nairobi,5000,9500,1,2,13,minor,yes,bachelors,sales,0,theft,162000
100000,33,158,other,Kisii,5000,9500,0,2,6,major,yes,high_school,farmer,0,fire,159800
104600,58,130,female,Eldoret,5000,10000,0,2,21,minor,yes,high_school,manual_labor,0,fire,141100
113200,65,159,male,Uasin Gishu,10000,10500,1,3,12,total_loss,yes,high_school,manual_labor,0,theft,265800
156800,32,70,female,Nairobi,10000,14500,0,3,3,major,yes,masters,manual_labor,0,flood,236700
100000,35,65,female,Nairobi,20000,9000,0,0,21,minor,yes,masters,tech,0,fire,104700
203400,37,123,male,Kakamega,50000,14000,0,1,19,major,no,bachelors,sales,0,flood,257300
214800,44,156,male,Nakuru,20000,19000,0,0,1,minor,yes,bachelors,sales,0,theft,241700
122700,30,72,male,Nairobi,10000,11500,1,3,3,minor,yes,masters,sales,0,fire,158900
224300,50,94,female,Uasin Gishu,50000,15500,1,0,20,major,yes,masters,manual_labor,0,theft,403500
219300,22,28,other,Kiambu,50000,18500,0,1,21,major,no,bachelors,sales,1,fire,526400
149000,20,44,female,Eldoret,5000,14500,0,2,8,minor,yes,masters,farmer,0,fire,163900
100000,42,125,male,Uasin Gishu,20000,9000,0,1,18,major,no,bachelors,farmer,0,theft,169600
165500,33,38,female,Kilifi,20000,17500,0,0,22,major,?,high_school,sales,1,fire,282200
100000,60,176,male,Nyeri,50000,7000,1,1,7,minor,no,masters,farmer,0,fire,158400
100000,37,61,female,Nakuru,50000,7000,2,2,7,minor,?,masters,tech,0,flood,134200
100000,44,16,female,Kiambu,50000,7000,0,1,17,minor,yes,high_school,manual_labor,0,flood,143900
101200,54,94,male,Kiambu,20000,9000,0,1,0,minor,yes,masters,manual_labor,0,flood,149700
274300,38,86,male,Kilifi,50000,19000,1,2,1,major,yes,bachelors,sales,0,flood,461300
149800,61,131,female,Nairobi,5000,14500,0,2,5,minor,no,masters,tech,0,flood,159600
159900,63,31,female,Nakuru,10000,15000,0,2,22,minor,no,masters,manual_labor,0,fire,195400
100000,67,38,female,Turkana,5000,9500,1,2,14,major,?,masters,manual_labor,0,theft,187700
100000,38,110,male,Kiambu,10000,9500,1,2,5,total_loss,yes,masters,tech,0,theft,205800
119300,19,167,female,Kisii,50000,8500,1,3,17,minor,yes,masters,farmer,0,flood,163800
100000,39,32,female,Nyeri,5000,9500,2,3,17,minor,yes,high_school,manual_labor,0,flood,154800
100000,58,74,female,Nairobi,5000,9500,0,2,15,major,yes,masters,tech,0,fire,158600
100000,60,115,female,Kilifi,50000,7000,0,0,23,minor,no,bachelors,tech,0,fire,121100
284200,49,30,male,Nyeri,20000,25000,1,3,16,minor,yes,bachelors,tech,0,flood,429500
143900,52,142,male,Bungoma,50000,10000,1,3,14,minor,yes,masters,tech,0,flood,188700
100000,21,23,male,Nakuru,50000,7000,0,1,15,minor,no,high_school,farmer,0,theft,120200
100000,31,103,male,Nairobi,5000,9500,1,0,11,total_loss,yes,bachelors,farmer,0,theft,232800
193800,42,143,male,Kisumu,20000,17000,2,2,12,minor,yes,masters,manual_labor,0,theft,342600
184600,35,154,male,Uasin Gishu,10000,17500,0,2,6,major,yes,bachelors,manual_labor,0,flood,246900
117600,43,107,female,Machakos,20000,10500,0,1,12,minor,yes,bachelors,sales,0,flood,141800
183900,47,130,female,Kiambu,5000,18000,1,1,6,minor,no,high_school,tech,0,theft,271100
100000,43,15,other,Nakuru,10000,9500,0,3,1,minor,yes,masters,sales,0,fire,133100
201000,31,82,female,Kakamega,5000,19500,2,1,6,total_loss,yes,bachelors,manual_labor,0,theft,498000
100000,24,89,other,Meru,50000,7000,2,3,11,major,yes,high_school,manual_labor,0,fire,177300
100000,29,159,male,Nairobi,5000,9500,0,1,3,minor,yes,bachelors,farmer,0,theft,132600
100000,64,169,male,Uasin Gishu,10000,9500,0,1,9,minor,yes,masters,farmer,0,flood,128000
217300,30,31,female,Kiambu,10000,20500,1,3,4,minor,yes,bachelors,tech,0,flood,309200
278200,30,70,female,Nairobi,50000,19500,0,1,10,minor,yes,bachelors,manual_labor,0,fire,367400
100000,19,14,female,Nakuru,10000,9500,0,3,7,total_loss,yes,high_school,sales,0,flood,220100
100000,43,59,male,Kakamega,10000,9500,1,1,8,major,yes,high_school,manual_labor,0,theft,186400
143400,51,17,other,Mombasa,10000,13500,0,2,22,major,?,bachelors,manual_labor,0,fire,178300
100000,35,39,female,Nyeri,20000,9000,0,0,22,minor,no,bachelors,sales,0,fire,109100
100000,56,152,female,Uasin Gishu,10000,9500,1,1,8,minor,yes,high_school,farmer,0,theft,121500
133500,35,73,male,Kilifi,20000,11500,1,1,13,minor,yes,masters,manual_labor,0,flood,192200
100000,31,151,male,Kisumu,20000,9000,1,2,0,total_loss,yes,bachelors,farmer,0,flood,216200
312300,65,74,female,Bungoma,50000,22000,0,1,22,minor,yes,masters,sales,0,theft,466300
133000,63,16,male,Nairobi,10000,12500,0,1,6,minor,yes,masters,sales,0,theft,195300
130500,40,143,other,Kiambu,50000,9000,0,2,16,major,yes,masters,farmer,0,theft,177200
100000,64,155,male,Uasin Gishu,10000,9500,1,1,9,minor,no,bachelors,tech,0,theft,140900
100000,38,139,female,Nairobi,5000,9500,0,3,1,major,no,high_school,manual_labor,0,flood,120100
100000,45,36,male,Nairobi,50000,7000,1,1,14,major,no,bachelors,sales,0,theft,194600
427300,48,52,female,Kisumu,5000,41500,0,1,14,minor,yes,masters,sales,0,fire,634300
100000,61,160,male,Kiambu,10000,9500,1,1,9,major,yes,high_school,manual_labor,0,theft,151800
100000,30,43,female,Nairobi,50000,7000,0,1,7,major,no,high_school,sales,0,flood,161400
100000,21,141,male,Nairobi,20000,9000,0,2,21,minor,yes,bachelors,tech,0,flood,144500
136000,32,7,female,Uasin Gishu,50000,11500,0,0,21,major,no,high_school,farmer,1,theft,332000
327000,27,29,male,Nakuru,50000,27500,0,1,23,total_loss,no,high_school,sales,1,theft,748200
100000,18,149,female,Nairobi,10000,9500,2,1,23,minor,yes,bachelors,tech,0,fire,142500
214300,23,49,male,Eldoret,50000,15000,0,2,3,minor,yes,high_school,tech,0,flood,220100
100000,56,96,female,Kisumu,20000,9000,0,3,21,minor,?,masters,sales,0,theft,103700
100000,24,149,male,Nyeri,50000,7000,0,2,18,minor,yes,bachelors,farmer,0,theft,134300
100000,30,114,male,Bungoma,10000,9500,0,2,1,minor,yes,high_school,sales,0,fire,137500
100000,56,14,male,Kakamega,10000,9500,0,1,16,minor,yes,high_school,farmer,0,theft,142200
100000,33,151,female,Kakamega,10000,9500,1,0,4,minor,no,high_school,sales,0,flood,158900
167000,35,77,female,Uasin Gishu,10000,15500,1,2,1,minor,yes,masters,manual_labor,0,flood,193900
100000,68,55,female,Mombasa,5000,9500,0,1,14,total_loss,?,high_school,manual_labor,0,fire,154700
100000,64,155,male,Uasin Gishu,5000,9500,0,1,8,minor,yes,high_school,tech,0,flood,122400
147800,45,22,male,Uasin Gishu,5000,14500,1,1,16,major,yes,high_school,sales,0,theft,271500
192500,36,39,male,Bungoma,50000,13500,0,1,18,minor,yes,high_school,tech,0,theft,213800
100000,38,61,male,Kisii,50000,7000,0,3,9,minor,yes,bachelors,sales,0,flood,101000
106100,42,99,female,Nairobi,20000,9500,0,1,2,major,yes,high_school,sales,0,fire,188800
217100,44,11,male,Kiambu,50000,15000,1,1,2,minor,yes,bachelors,farmer,0,fire,313200
100000,52,45,other,Kisii,5000,9500,2,3,3,total_loss,yes,masters,tech,0,fire,250500
144900,25,20,male,Kiambu,50000,12000,0,0,22,major,no,bachelors,manual_labor,1,fire,326100
106700,57,138,female,Kiambu,5000,10500,0,2,18,total_loss,yes,high_school,farmer,0,theft,178000
100000,65,134,other,Kilifi,10000,9500,1,3,16,minor,no,masters,sales,0,theft,147200
100000,32,103,female,Nairobi,50000,7000,0,2,3,total_loss,yes,masters,manual_labor,0,theft,156500
100000,41,99,male,Bungoma,10000,9500,0,1,7,minor,yes,bachelors,manual_labor,0,flood,126300
437200,19,48,female,Nairobi,20000,38500,0,2,20,minor,yes,masters,manual_labor,0,flood,530500
100000,56,68,female,Nyeri,5000,9500,0,3,18,minor,yes,bachelors,manual_labor,0,theft,133200
152500,54,107,female,Machakos,10000,14500,2,2,23,minor,yes,bachelors,manual_labor,0,flood,261300
101100,54,96,female,Kilifi,20000,9000,2,2,0,minor,?,bachelors,farmer,0,flood,122100
101200,19,24,male,Kisumu,20000,9000,1,1,11,minor,yes,masters,sales,0,flood,133400
104700,51,150,male,Uasin Gishu,50000,7500,0,0,6,minor,yes,high_school,manual_labor,0,flood,157000
147800,22,40,male,Nairobi,50000,12500,0,0,1,major,?,high_school,manual_labor,1,fire,361800
100000,45,76,male,Machakos,20000,9000,1,2,1,minor,no,bachelors,sales,0,theft,163800
100000,26,164,male,Mombasa,5000,9500,0,2,2,minor,yes,high_school,farmer,0,flood,110500
100000,42,146,male,Nairobi,10000,9500,0,1,22,minor,yes,high_school,sales,0,theft,103900
147700,29,39,male,Kakamega,20000,15500,0,0,2,major,no,high_school,farmer,1,theft,265700
204700,34,157,male,Turkana,50000,14500,1,2,5,minor,yes,masters,sales,0,fire,280200
100000,57,156,female,Kisumu,5000,9500,0,2,4,minor,yes,bachelors,farmer,0,theft,120700
100000,27,62,female,Kiambu,20000,9000,1,1,19,minor,no,high_school,farmer,0,fire,123100
259300,49,57,male,Nairobi,50000,18000,0,1,20,minor,yes,bachelors,farmer,0,theft,340400
100000,51,35,male,Meru,20000,9000,0,1,1,total_loss,yes,high_school,manual_labor,0,theft,214700
100000,60,37,female,Bungoma,5000,9500,1,1,14,minor,yes,bachelors,farmer,0,theft,150800
146100,30,20,female,Turkana,20000,15500,0,1,21,major,no,bachelors,sales,1,theft,350000
184900,21,24,male,Mombasa,20000,16500,2,1,0,major,yes,high_school,sales,0,fire,313300
100000,39,19,male,Mombasa,10000,9500,2,3,5,minor,yes,high_school,sales,0,fire,137800
393000,18,31,female,Nairobi,10000,44500,0,0,3,major,?,bachelors,sales,1,theft,693300
114900,42,178,other,Nakuru,10000,11000,0,2,1,major,yes,high_school,farmer,0,theft,152100
163900,69,168,male,Kakamega,20000,14500,0,1,0,minor,yes,masters,sales,0,flood,211100
100000,32,60,female,Meru,20000,9000,2,3,20,major,yes,masters,sales,0,theft,160300
146600,39,120,male,Bungoma,5000,14000,0,2,3,major,yes,bachelors,farmer,0,flood,188100
100000,39,82,male,Nairobi,10000,9500,1,1,7,total_loss,yes,high_school,tech,0,fire,227800
152600,43,170,male,Nairobi,20000,13500,1,2,15,minor,yes,bachelors,manual_labor,0,fire,226600
100000,48,94,other,Kilifi,10000,9500,2,2,2,minor,no,bachelors,sales,0,fire,159000
100000,28,62,male,Nairobi,5000,9500,0,1,22,minor,yes,bachelors,sales,0,theft,107500
100000,51,89,male,Nakuru,50000,7000,1,0,1,minor,?,high_school,farmer,0,fire,131200
192300,62,145,female,Nairobi,50000,13500,0,3,11,minor,yes,high_school,farmer,0,flood,271300
221400,68,27,male,Kakamega,50000,15500,2,2,21,minor,no,masters,farmer,0,theft,341400
100000,32,17,male,Kiambu,5000,9500,0,3,14,major,yes,bachelors,manual_labor,0,fire,165800
100000,40,156,female,Kakamega,5000,9500,1,0,18,major,yes,masters,farmer,0,flood,177300
100000,18,59,male,Kakamega,5000,9500,1,2,9,major,?,masters,tech,0,theft,197500
100000,44,142,female,Kisumu,50000,7000,0,1,21,major,yes,masters,manual_labor,0,flood,122000
135800,69,169,male,Nairobi,10000,13000,0,2,20,minor,yes,masters,manual_labor,0,flood,170500
100000,38,107,female,Nakuru,50000,7000,0,1,3,minor,yes,high_school,manual_labor,0,theft,131600
100000,25,168,female,Kilifi,20000,9000,1,2,22,minor,yes,masters,sales,0,flood,126100
224800,44,40,female,Kiambu,20000,20000,0,3,1,minor,yes,high_school,tech,0,theft,292800
100000,46,37,female,Nairobi,50000,7000,0,3,22,minor,yes,high_school,manual_labor,0,flood,111400
154600,44,57,female,Nairobi,5000,15000,0,1,14,major,yes,bachelors,tech,0,flood,244400
129900,57,171,male,Nairobi,20000,11500,1,2,16,minor,yes,high_school,sales,0,flood,200500
100000,68,102,female,Kisumu,10000,9500,1,2,9,minor,yes,high_school,farmer,0,fire,112100
100000,51,122,male,Nairobi,10000,9500,0,2,8,minor,yes,bachelors,sales,0,flood,121300
181200,18,33,female,Kisii,50000,15000,0,1,0,major,no,bachelors,sales,1,fire,383500
100000,22,162,female,Mombasa,50000,7000,1,2,19,major,yes,masters,tech,0,fire,170400
100000,42,73,female,Machakos,10000,9500,1,1,11,minor,yes,bachelors,farmer,0,fire,120900
100000,46,33,female,Mombasa,20000,9000,1,1,16,minor,yes,masters,tech,0,theft,112500
111000,54,31,male,Kiambu,10000,10500,0,2,15,major,no,masters,sales,0,fire,162700
100000,36,57,female,Mombasa,20000,9000,2,2,10,minor,no,bachelors,farmer,0,flood,163800
139700,28,86,male,Nairobi,10000,13000,2,1,3,major,?,masters,sales,0,fire,263800
118400,66,83,male,Kiambu,10000,11000,1,2,8,minor,yes,bachelors,tech,0,fire,158500
100000,27,100,male,Uasin Gishu,20000,9000,1,1,5,minor,yes,masters,sales,0,theft,152900
125100,25,33,male,Kakamega,20000,13000,0,0,2,major,no,high_school,manual_labor,1,fire,225600
182500,37,62,female,Nairobi,50000,13000,2,3,22,minor,yes,bachelors,farmer,0,fire,244400
106000,64,78,male,Nairobi,5000,10500,0,2,4,minor,yes,bachelors,farmer,0,flood,114800
204000,18,125,female,Kisumu,20000,18000,1,1,11,major,yes,masters,sales,0,theft,377500
100000,22,91,male,Uasin Gishu,50000,7000,0,3,23,major,yes,bachelors,sales,0,fire,171500
100000,55,35,other,Kiambu,5000,9500,0,3,20,major,no,masters,tech,0,theft,125800
119000,33,33,male,Mombasa,50000,8500,1,2,10,minor,yes,masters,sales,0,flood,174700
126800,48,138,female,Eldoret,5000,12500,0,1,16,minor,yes,masters,manual_labor,0,flood,150000
100000,51,146,female,Nakuru,10000,9500,1,2,19,minor,no,bachelors,sales,0,theft,162200
100000,32,132,male,Nairobi,5000,9500,0,1,23,minor,yes,masters,tech,0,fire,108500
100000,69,22,male,Kiambu,10000,9500,1,2,22,minor,yes,high_school,tech,0,flood,117800
100000,44,138,female,Uasin Gishu,20000,9000,2,3,18,minor,yes,bachelors,sales,0,fire,150200
100000,28,154,male,Kilifi,50000,7000,1,2,10,major,yes,high_school,tech,0,fire,133700
100000,61,11,female,Kiambu,50000,7000,0,0,22,minor,no,high_school,manual_labor,0,flood,115500
100000,59,98,male,Nairobi,10000,9500,0,1,13,minor,yes,masters,manual_labor,0,fire,121000
100000,68,167,male,Kiambu,50000,7000,1,2,13,minor,yes,high_school,sales,0,flood,131500
100000,30,139,female,Nakuru,20000,9000,0,1,4,minor,yes,high_school,sales,0,theft,121100
100000,47,87,male,Nyeri,5000,9500,0,2,12,major,yes,masters,sales,0,theft,162100
100000,18,42,male,Nairobi,10000,9500,0,3,11,major,yes,masters,manual_labor,0,theft,168400
209700,58,75,male,Kisumu,50000,14500,1,1,3,minor,yes,high_school,farmer,0,fire,278100
213200,45,77,other,Uasin Gishu,10000,20000,1,2,14,minor,no,bachelors,tech,0,fire,241400
103100,52,169,male,Eldoret,10000,9500,0,1,17,minor,no,bachelors,sales,0,fire,128300
100000,39,100,male,Nakuru,50000,7000,0,1,7,major,no,masters,tech,0,theft,144600
232000,51,109,female,Nairobi,5000,22500,0,3,11,minor,no,bachelors,sales,0,flood,249400
272300,18,61,male,Kilifi,50000,19000,0,1,14,minor,yes,masters,farmer,0,theft,366700
100000,51,163,other,Mombasa,20000,9000,1,2,8,minor,no,high_school,manual_labor,0,fire,110600
100000,38,144,male,Uasin Gishu,20000,9000,0,3,21,total_loss,no,masters,farmer,0,theft,215000
100000,28,112,female,Mombasa,5000,9500,1,2,21,minor,yes,bachelors,tech,0,fire,159800
126200,64,139,female,Kakamega,5000,12000,0,3,12,minor,no,high_school,tech,0,fire,177300
135200,35,39,other,Kisumu,10000,15500,0,0,21,major,no,bachelors,sales,1,fire,309400
101000,64,114,other,Eldoret,20000,9000,2,3,7,minor,no,masters,manual_labor,0,fire,181100
100000,37,11,female,Kiambu,5000,9500,0,1,8,major,yes,masters,tech,0,fire,147000
100000,23,168,female,Kilifi,10000,9500,1,1,0,minor,yes,bachelors,manual_labor,0,flood,149900
210100,40,33,male,Nairobi,50000,14500,2,1,14,minor,?,masters,sales,0,flood,298200
100000,46,45,female,Nairobi,5000,9500,0,1,13,major,no,bachelors,tech,0,theft,176400
100000,68,43,female,Uasin Gishu,5000,9500,0,2,15,total_loss,yes,bachelors,sales,0,flood,224600
105900,36,161,female,Kilifi,10000,10000,2,2,20,major,no,high_school,manual_labor,0,fire,214600
100000,44,58,male,Mombasa,50000,7000,1,0,13,major,yes,high_school,farmer,0,fire,184300
100000,59,177,female,Nairobi,5000,9500,0,2,2,minor,yes,masters,tech,0,flood,143800
114600,37,152,female,Nairobi,20000,10000,0,1,1,minor,yes,high_school,farmer,0,theft,128400
220600,55,158,female,Uasin Gishu,5000,21500,0,2,17,major,?,high_school,manual_labor,0,fire,317400
100000,34,68,female,Kisumu,20000,9000,0,1,18,minor,yes,high_school,manual_labor,0,flood,134600
163300,30,56,female,Kiambu,10000,15500,0,2,7,total_loss,yes,bachelors,tech,0,fire,290300
100000,48,86,other,Nairobi,20000,9000,1,1,6,minor,no,masters,tech,0,flood,144300
100000,57,149,female,Nyeri,10000,9500,2,2,13,major,no,bachelors,tech,0,theft,168100
165000,35,45,female,Nakuru,50000,11500,0,2,17,total_loss,yes,bachelors,tech,0,fire,311200
100000,41,173,female,Kisii,5000,9500,0,0,16,minor,yes,masters,sales,0,fire,117900
100000,65,179,female,Kisii,5000,9500,0,2,6,major,yes,bachelors,sales,0,theft,134900
171400,41,122,female,Nairobi,50000,12000,0,1,20,major,?,bachelors,sales,0,fire,225300
100000,45,172,female,Nakuru,50000,7000,1,2,7,major,no,masters,sales,0,fire,155200
100000,29,164,male,Nairobi,50000,7000,0,0,6,minor,yes,bachelors,sales,0,theft,144300
148900,65,169,female,Nairobi,10000,14000,0,2,0,minor,?,high_school,sales,0,fire,167400
100000,22,62,male,Nairobi,10000,9500,0,0,1,minor,no,bachelors,sales,0,fire,137500
144300,20,24,female,Kisumu,50000,10000,0,1,9,major,yes,high_school,manual_labor,0,theft,232500
100000,48,118,male,Mombasa,50000,7000,0,1,18,major,no,high_school,farmer,0,theft,167600
100000,47,28,male,Kisii,10000,9500,0,1,11,minor,no,bachelors,sales,0,fire,124800
100000,53,39,female,Nakuru,50000,7000,0,1,22,minor,yes,bachelors,manual_labor,0,flood,100800
106000,60,146,female,Nairobi,20000,9500,1,0,2,major,yes,high_school,sales,0,theft,141700
100000,65,142,male,Kiambu,10000,9500,0,2,6,major,yes,bachelors,farmer,0,theft,169200
100000,41,17,female,Kisumu,10000,9500,0,1,23,minor,yes,high_school,farmer,0,fire,142000
100000,49,142,female,Kisumu,10000,9500,1,1,3,minor,yes,bachelors,sales,0,fire,119000
104400,60,67,male,Nairobi,50000,7500,1,3,21,minor,?,bachelors,farmer,0,flood,120300
100000,27,111,male,Nakuru,5000,9500,0,2,5,major,yes,high_school,tech,0,fire,137300
121300,26,12,female,Nairobi,20000,13000,0,1,22,major,?,bachelors,manual_labor,1,fire,220900
100000,45,160,female,Mombasa,50000,7000,0,1,1,minor,yes,bachelors,manual_labor,0,fire,148400
